asset,name,px
PRE0416,National Healthcare Conv. pfd. Series A,15.59
PRE0417,National Retail Properties Dep. pfd. (Rep. 1/100th Share 5.7% Cum. Redeem. pfd. Series E),24.55
PRE0418,National Retail Properties Dep. Pfd. (Rep. 1/100th Share 6.625% Cum. Redeem. Pfd. Series D),26.13
PRE0419,National Westminster Bank pfd. C,25.7
PRE0420,Navios Maritime Holdings ADR Dep. Pfd. (1/100th of a 8.75% Cum. Redeem. Perp. Pfd. Series G),17.55
PRE0421,Navios Maritime Holdings ADR (Rep. 1/100th Perp. pfd. Series H),17
PRE0422,Navistar International Conv. Jr. Pref Series D,5.35
PRE0423,Newcastle Investment 8.05% Cum. Redeem. pfd. Series C,24.5
PRE0424,Newcastle Investment 9.75% Cum. Redeem. pfd. Series B,25.9
PRE0425,New Source Energy Partners 11% Cum. Conv. pfd. Series A,9.8
PRE0426,New York Mortgage Trust 7.75% Cum. Redeem. pfd. Series B,22.26
PRE0427,New York Mortgage Trust 7.875% Cum. Redeem. pfd. Series C,20.76
PRE0428,NextEra Energy Capital Holdings 5% pfd. Jr Sub. Deb. Series J due 1/15/2073,23.72
PRE0429,NextEra Energy Capital Holdings Inc. Series H Jr Sub Debt,25.22
PRE0430,NextEra Energy Capital Holdings Jr. Sub. Deb. Series G due March 1 2072,25.01
PRE0431,NextEra Energy Capital Holdings Series I Junior Sub. Deb. due 2072,24
PRE0432,Northern Trust Dep. pfd. (Rep. 1/1000th Prep. pfd. Series C),25.87
PRE0433,Northstar Realty Finance 8.5% Cum. Redeem. pfd. Series C,24.5
PRE0434,Northstar Realty Finance 8.25% Cum. Redeem. pfd. Series B,24.4
PRE0435,Northstar Realty Finance 8.75% Cum. Redeem. pfd. Series A,24.74
PRE0436,Northstar Realty Finance 8.75% Cum. Redeem. pfd. Series E,24.76
PRE0437,Northstar Realty Finance pfd. Series C,24.78
PRE0438,NuSTAR Logistics 7.625% Fixed-to-Floating Rate Sub. Notes due 2043,26.12
PRE0439,OFG Bancorp 7% Non-Cum. Monthly pfd. Series B,18.29
PRE0440,OFG Bancorp 7.125% Non-Cum. Monthly pfd. Series A,19
PRE0441,OFG Bancorp 7.125% Perp. pfd. Series D,19.02
PRE0442,Oi ADR,0.75
PRE0443,Old Second Capital Trust I 7.80% Cum. Trust pfd. Secs,9.88
PRE0444,Omnicare Capital Trust II 4.00% PIERS,120.3
PRE0445,Oxford Lane Capital 7.50% pfd. Series 2023,24
PRE0446,Oxford Lane Capital pfd.,25.21
PRE0447,Pacific Gas&Electric 5% Cum. Redeem. pfd.,24
PRE0448,Pacific Gas&Electric 5% Cum. Redeem. pfd.,24.4
PRE0449,Pacific Gas&Electric 5% pfd.,26.34
PRE0450,Pacific Gas&Electric 6% Cum. pfd.,28.6
PRE0451,Pacific Gas&Electric 4.5% Cum. Redeem. pfd.,21.75
PRE0452,Pacific Gas&Electric 5.5% Cum. pfd.,26.15
PRE0453,Pacific Gas&Electric 4.36% Cum. Redeem. pfd.,22.82
PRE0454,Paragon Shipping 8.375% Sr. Notes 2021,9.7
PRE0455,Partnerre 6.50% Cum. Redeem. pfd. Series D,26.23
PRE0456,PartnerRe Ltd. Cum. Redeem. Pfd. Series E,27.32
PRE0457,PartnerRe Redeem. pfd. Series F,25.33
PRE0458,Pebblebrook Hotel Trust 6.5% Cum. Redeem. pfd. Series C,25.09
PRE0459,Pebblebrook Hotel Trust Pfd Series A,25.75
PRE0460,Pebblebrook Hotel Trust Preferred Series B,25.95
PRE0461,PennantPark Investment 6.25% Senior Notes due 2025,24.8
PRE0462,Pennsylvania Real Estate Investment Trust Cum. Redeem. Perp. 8.25% pfd.,26.35
PRE0463,Pennsylvania Real Estate Investment Trust Cum. Redeem. Perp. pfd. Series B,25.33
PRE0464,Peregrine Pharmaceuticals 10.5% Conv. pfd. Series E,22.69
PRE0465,Phoenix 7.45% QUIBS,17.63
PRE0466,Pitney Bowes 5.25% Notes Due 2022,25.25
PRE0467,Pitney Bowes 6.70% Notes Due 2043,26.81
PRE0468,PNC Financial Services Group Dep. pfd. (Rep. 1/4000th Non-Cum. Perp. pfd. Series P),27.66
PRE0469,PNC Financial Services Group Dep. pfd. (Rep. 1/4000th Non-Cum. Perp. pfd. Series Q),24.7
PRE0470,Popular 6.375% Cumulative Monthly Income Trust Pfd Securities,19.6
PRE0471,Post Properties  8.5% pfd. Series A,67.03
PRE0472,PPL Capital Funding 2013 Series B Jr. Sub. Notes due 2073,25.45
PRE0473,PrivateBancorp 7.125% Sub. Deb. due 2042,26.18
PRE0474,PrivateBancorp Capital Trust IV Trust Pfd,26.85
PRE0475,Protective Life Corp. 6.00% Sub Debt Due 2042,25.7
PRE0476,Protective Life Corp. 6.25% Sub Debt due 2042,25.97
PRE0477,Prudential 6.5% Perp Sub Cap Secs Exch at the Issuer's Option into Non-Cum $ Denominated Pref Shs,25.71
PRE0478,Prudential 6.75% Perp. SKIS,25.66
PRE0479,Prudential Financial 5.7% Jr. Sub. Notes due 2053,25.11
PRE0480,Prudential Financial 5.75% Junior Sub. Notes due 2052,25.31
PRE0481,Prudential Financial Prudential Financial Inflation linked Retail Medium Term Nts,25.44
PRE0482,PS Business Parks Dep. pfd. (Rep. 1/1000 Share Cum. pfd. Series T),25.32
PRE0483,PS Business Parks Dep. Pfd. (Rep. 1/1000 Share Series S),26.13
PRE0484,PS Business Parks Dep. pfd. (Rep. 1/1000th Cum. pfd. Series V),24.28
PRE0485,PS Business Parks Dep. pfd. (Rep. 1/1000th Cum. pfd. Share Series U),24.36
PRE0486,PS Business Parks Inc. Dep. Pfd. (Rep. 1/1000 of a share of 6.875% Cum. Pfd. Series R),25.43
PRE0487,Public Storage Dep. Pfd. (Rep. 1/1000 of a share Pfd. Series R),25.88
PRE0488,Public Storage Dep. Pfd. (Rep. 1/1000 Share 6.5% Cum. Pfd. SBI Q),25.77
PRE0489,Public Storage Dep. pfd. (Rep. 1/1000 shares 6.375% Cum. pfd. Series Y),26.6
PRE0490,Public Storage Dep. pfd. (Rep. 1/1000th Cum. pfd. SBI Series X),24.2
PRE0491,Public Storage Dep. pfd. (Rep. 1/1000th of 5.75% Cum. pfd. Series U),25.43
PRE0492,Public Storage Dep. pfd. (Rep 1/1000th pfd. SBI Series V),24.49
PRE0493,Public Storage Dep. pfd. (Rep. 1/1000th pfd. SBI Series W),24
PRE0494,Public Storage Dep. pfd. (Rep. 1/1000th pfd. Series Z),25.66
PRE0495,Public Storage Dep. pfd. (Rep. 1/1000th Share of 5.75% Cum. pfd. Series T),25.06
PRE0496,Public Storage Dep. pfd. (Rep. 1/1000th Share pfd. Series A),25.42
PRE0497,Public Storage Dep. Pfd. Series S,25.51
PRE0498,Public Storage Pfd. Series P,25.45
PRE0499,Qwest 7% Notes 2052,26.07
PRE0500,Qwest 7% Notes due 2052,26.12
PRE0501,Qwest 7.50% Notes due 2051,26.61
PRE0502,Qwest 6.125% Notes due 2053,24.74
PRE0503,Qwest 6.875% Notes due 2054,25.87
PRE0504,Qwest 7.375% Notes 2051,25.91
PRE0505,Radiant Logistics 9.75% Cum. Redeem. Perp. Pfd. Series A,27.3
PRE0506,RAIT Financial Trust 7.75% Cum. Redeem. pfd. Series A,20.75
PRE0507,RAIT Financial Trust 7.125% Sr. Notes 2019,23.09
PRE0508,RAIT Financial Trust 8.375% Cum. Redeem. pfd. Series B,21.1
PRE0509,RAIT Financial Trust 8.875% Cum. Redeem. pfd. Series C,21.85
PRE0510,Ramco-Gershenson Properties Trust 7.25% Perp Conv Pfd Series D,58.41
PRE0511,Raymond James Financial 6.9% Sr. Notes 2042,26.56
PRE0512,RBS Capital Funding Trust V 5.9% Non-Cum. Grd Trust Pfd.,24.68
PRE0513,RBS Capital Funding Trust VI 6.25% Non-Cum. Gtd. Trust Pfd.,25.04
PRE0514,RBS Capital Funding Trust VII 6.08% Non-Cum. Grd Trust Pfd.,25.02
PRE0515,Realty Income Corp. 6.625% Monthly Income Cum. Redeem. pfd.,26.54
PRE0516,Red Lion Hotels Capital Trust,26
PRE0517,Regency Centers 6% Cum. Redeem. pfd. Series 7,24.98
PRE0518,Regency Centers 6.625% Cum. Redeem. Pfd. Series 6,26.39
PRE0519,Regions Financial Dep. Pfd. (Rep. 1/40th Perp. pfd. Series A),25.39
PRE0520,Regions Financial Dep. pfd. (Rep. 1/40th Perp. pfd. Series B),25.91
PRE0521,Reinsurance Group of America Inc. 6.2% Fixed-to-Floating Rate Sub Debt Due 2042,28.24
PRE0522,RenaissanceRe Hldgs 6.08% Pref. Shs Series C,24.91
PRE0523,RenaissanceRe Holdings 5.375% pfd. Series E,24.44
PRE0524,Resource Capital 8.625% pfd. Series C,19.79
PRE0525,Resource Capital Corp. 8.5% Cum Red Pfd Series A,19.25
PRE0526,Resource Capital pfd. Series B,19.01
PRE0527,Retail Properties of America 7.00% Cum. Redeem. pfd. Series A,25.58
PRE0528,Royal Bank of Scotland Group ADR Pfd. F,25.65
PRE0529,Royal Bank of Scotland Group ADR Series N,25.28
PRE0530,Royal Bank of Scotland Group ADR Series R,25.09
PRE0531,Royal Bank of Scotland Group ADR Series S,25.18
PRE0532,Sabra Healthcare REIT 7.125% Cum. Redeem. pfd. Series A,25.1
PRE0533,Safe Bulkers 8% Perp. pfd. Series D,15.89
PRE0534,Santander Finance Preferred Unipersonal 6.41% Non-Cum Grd pfd. Series 1,25.41
PRE0535,Santander Finance Preferred Unipersonal 6.50% Non-Cum Series 5 Grd pfd. Sec.,26.1
PRE0536,Santander Finance Preferred Unipersonal 6.80% Non-Cum Grd pfd. Series 4,25.43
PRE0537,Santander Finance Preferred Unipersonal Floating Rate Non-Cum Series 6 Grd pfd. Sec.,22.52
PRE0538,Santander Holdings USA Inc. Dep. Pfd. (Rep. a 1/1000th Interest in a share of Series N Non-Cum Perpet Pfd),26.52
PRE0539,Saratoga Investment 7.50% Notes due 2020,25.15
PRE0540,Saul Centers Dep pfd. (Rep. 1/100th Share 6.875% Cum. Redeem. pfd. Series C),26.04
PRE0541,SCE Trust III 5.75% Fixed-to-Floating Rate Trust pfd.,27.33
PRE0542,SCE Trust II Trust 5.10% pfd.,24.22
PRE0543,SCE Trust IV 5.375% pfd. Series J,25.45
PRE0544,Scorpio Bulkers 7.5% Sr. Notes 2019,18
PRE0545,Scorpio Tankers 7.5% Sr. Notes due 2017,25.05
PRE0546,Scorpio Tankers 6.75% Sr. Notes 051520,23.5
PRE0547,Seaspan 7.95% Cum. Redeem. Perp. pfd. Series D,21.99
PRE0548,Seaspan 6.375% Notes due 2019,25.28
PRE0549,Seaspan Corp. 9.50% Cum. Redeem. Perp. Pfd. Series C,24.89
PRE0550,Seaspan Cum. Redeem. pfd. Series E,23.29
PRE0551,Select Asset CorTS for J.C. Penney Deb. Bkd Series 2007-1 Cl A-1 7.00%,16.95
PRE0552,Selective Insurance Group 5.875% Sr. Notes due 2043,25.46
PRE0553,Senior Housing Properties Trust 5.625% Sr Notes Due 2042,24.23
PRE0554,Simon Property Group 8.375% Cum. Redeem. pfd. Series J,69.88
PRE0555,SL Green Realty pfd. Series I,25.68
PRE0556,SLM 6.00% Sr. Notes 2043,19
PRE0557,SLM 6.97% Cum. Redeem. pfd. Series A,46.35
PRE0558,SLM 6.398% CPI-Linked Medium Term Notes Series A 2018,22.64
PRE0559,SLM CPI-Linked Medium Term Notes Series A 2017,23.14
PRE0560,SLM Float. Rate Non-Cum. pfd. Series B,54.39
PRE0561,Solar Capital 6.75% Senior Notes due 2042,24.35
PRE0562,Sotherly Hotels 7% Sr. Notes,25.11
PRE0563,Sotherly Hotels 8.00% Sr Unsec. Notes Due 2018,25.77
PRE0564,Southern California Edison 4.08% pfd.,22
PRE0565,Southern California Edison 4.24% pfd.,22.87
PRE0566,Southern California Edison 4.32% Cum. pfd.,23.39
PRE0567,Southern California Edison Trust I 5.625% pfd.,25.08
PRE0568,Southwestern Energy Dep. pfd. (Rep. 1/20th Mand. Conv. pfd. Series B),37.8
PRE0569,STAG Industrial 6.625% Cum. Redeem. pfd. Series B,24.85
PRE0570,STAG Industrial Pfd.,27.49
PRE0571,Stanley Black&Decker Inc. 5.75% Jr Sub Debt Due 2052,26.08
PRE0572,Stanley Black&Decker Inc. Conv. Pfd Un,137.36
PRE0573,Star Bulk Carriers 8% Sr. Notes 2019,19.97
PRE0574,State Street Dep. pfd. (Rep. 1/4000th 6% Non-Cum. Perp. pfd. Series E),25.35
PRE0575,State Street Dep. pfd. (Rep. 1/4000th Non. Cum. Perp. pfd. Series C),24.75
PRE0576,State Street Dep. pfd. (Rep. 1/4000th Perp. pfd. Series D),26.15
PRE0577,Stellus Capital Investment 6.5% Sr. Notes 043019,25.2
PRE0578,Stifel Financial 5.375% Sr. Notes 2022,25.33
PRE0579,Structured Products 8.0% CorTS for PECO Energy Capital Trust III,31.44
PRE0580,Structured Products 8.20% CorTS for Provident Financing Trust I,28.6
PRE0581,Structured Products 8.205% Credit-Enhanced CorTS,30.8
PRE0582,Structured Products CorTS Certificial JC Penney 7 5/8% Deb. 2097,18.67
PRE0583,Summit Hotel Properties 7.125% Cum. Redeem. pfd. Series C,25.44
PRE0584,Summit Hotel Properties 7.875% Cum. Redeem. pfd. Series B,26.18
PRE0585,Summit Hotel Properties Inc. 9.25% Series A Cum Red Prf,26.74
PRE0586,Sun Communities 7.125% Cum. Redeem. pfd. Series A,25.64
PRE0587,Sunstone Hotel Investors Inc. 8.00% Cum. Redeem. Pfd. Series D,26.23
PRE0588,SunTrust Banks Dep. Shs (Rep 1/4000th Interest in a share of Perp. pfd. Series A),22.29
PRE0589,SunTrust Banks Dep. Shs. (Rep. 1/4000th Perp. pfd. Series E),24.99
PRE0590,SVB Capital II 7.00% Cum. Trust pfd. Secs,25.65
PRE0591,Synovus Financial Fixed-to-Floating Rate Non-Cum. Perp. pfd. Series C,27.68
PRE0592,Synthetic Fixed-Income Securities 4.65% Fltg. Rate STRATS for Wal-Mart Stores Series 2005-4 .,19.79
PRE0593,Synthetic-Fixed-Income Securities 7.00% STRATS News America Call Cl A-1 Series 2006-4,25.5
PRE0594,Synthetic Fixed-Income Securities 6.375% STRATS Series 2004-6 Cl A-1 Trust for United States Cellular,9.58
PRE0595,Synthetic Fixed-Income Securities Fltg Rate STRATS Series 2006-1 for Procter&Gamble Secs. Seies 2006-1,19.55
PRE0596,Synthetic Fixed-Income Securities STRATS Trust for Allstate Securities Series 2006-3,17.85
PRE0597,Taubman Centers 6.25% Cum. Redeem. pfd. Series K,25.08
PRE0598,Taubman Centers pfd. Series J,25.63
PRE0599,TCF Financial 6.45% Non-Cum. Perp. pfd. Series B,25.12
PRE0600,TCF Financial Dep. Shs (Rep. 1/1000 pfd. Series A),26.28
PRE0601,Teekay Offshore Partners 7.25% Cum. Redeem pfd. Series A,17
PRE0602,Teekay Offshore Partners pfd. Series B,18.98
PRE0603,Telephone&Data Systems 5.875% Sr. Notes due 2061,23.73
PRE0604,Telephone&Data Systems 6.625% Sr. Notes 2045,25.35
PRE0605,Telephone&Data Systems Inc. 7.00% Notes 2060,25.71
PRE0606,Telephone&Data Systems Inc. 6.8750% Sr. Notes 2059,25.08
PRE0607,Tennessee Valley Authority Power Bonds 99 Series A,24.42
PRE0608,Tennessee Valley Authority Power Bonds Series D,24.55
PRE0609,Terreno Realty pfd. Series A,26.01
PRE0610,Texas Capital Bancshares 6.5% Sub. Notes due 2042,25.02
PRE0611,Texas Capital Bancshares Non-Cum. Perp. pfd. Series A,25.29
PRE0612,THL Credit 6.75% Notes 111521,25.35
PRE0613,T-Mobile U.S. 5.5% Mand. Conv. pfd. Series A,69.3
PRE0614,Torchmark 5.875% Junior Sub. Deb. due 2052,25.35
PRE0615,Tortoise Energy Infrastructure Mandatory Redeem. pfd. Series B,9.96
PRE0616,Tortoise Energy Infrastructure Mand. Redeem. pfd. Series C,10.03
PRE0617,TravelCenters of America 8% Sr. Notes 121529,25.61
PRE0618,TravelCenters of America 8.25% Senior Notes due 2028,25.49
PRE0619,Triangle Capital 6.375% Sr. Notes 031522,25.5
PRE0620,Triangle Capital 6.375% Sr Nts due 2022,25.09
PRE0621,Tri-Continental $2.50 Cum. pfd.,49.8
PRE0622,TriplePoint Venture Growth BDC 6.75% Notes 07152020,24.9
PRE0623,Tsakos Energy Navigation 8% Cum. Redeem. pfd. Series B,24.36
PRE0624,Tsakos Energy Navigation 8.75% Cum. Redeem. pfd. Series D,21.75
PRE0625,Tsakos Energy Navigation 8.875% Cum. Redeem. Perp. pfd. Series C,24.56
PRE0626,UBS Preferred Funding Trust IV Floating Rate Noncum Trust pfd. Secs,18.84
PRE0627,UMH Properties 8.25% Cum. Redeem. Pfd. Series A,25.69
PRE0628,Urstadt Biddle Properties 7.125% Cum. Redeem. pfd. Series F,26.44
PRE0629,U.S. Bancorp Dep. pfd. (Rep. 1/1000 Interest in a share of Non-Cum Perp pfd. Series B),21.76
PRE0630,U.S. Bancorp Dep. Pfd. (Rep. 1/1000 Interest in a share of Non-Cum Perp Pfd Series F),28.66
PRE0631,U.S. Bancorp Dep. pfd. (Rep. 1/1000 Non-Cum. Perp. pfd. Series G),26.69
PRE0632,U.S. Bancorp Dep. pfd. (Rep. 1/1000 Non-Cum. Perp. pfd. Series H),24.66
PRE0633,U.S. Cellular 7.25% Sr. Notes 120163,25.32
PRE0634,U.S. Cellular Corp. 6.95% Sr. Notes 2060,25.44
PRE0635,Vale ADR Cl A pfd.,3.81
PRE0636,Valley National Bancorp 6.25% Perp. pfd. Series A,25.55
PRE0637,Vanguard Natural pfd. Series A,22.02
PRE0638,Vanguard Natural Resources 7.75% Perp. pfd. Series C,19
PRE0639,Vanguard Natural Resources 7.625% Cum. Redeem. Perp. pfd. Series B,17.51
PRE0640,Ventas Realty LP/Ventas Capital 5.45% Sr. Notes due 2043,25.71
PRE0641,VEREIT 6.7% Cum. Redeem. pfd. Series F,24.23
PRE0642,Verizon Communications 5.9% Notes due 2054,26.11
PRE0643,Vornado Realty Trust 5.7% pfd. Series K,25.03
PRE0644,Vornado Realty Trust 5.40% pfd. Cum. Redeem. Series L,23.28
PRE0645,Vornado Realty Trust 6.625% Cum. Redeem. pfd. Series G,25.69
PRE0646,Vornado Realty Trust 6.625% Cum. Redeem. pfd. Series I,25.49
PRE0647,Vornado Realty Trust Cum Redeem Pfd. Series J,25.93
PRE0648,Webster Financial Dep Shs (Rep. 1/1000th 6.4% Non-Cum. Perp. pfd. Series E),25.04
PRE0649,Wells Fargo 7.5% Non-Cum. Perp. Conv. Cl A pfd. Series L,1178
PRE0650,Wells Fargo Dep. pfd. (Rep 1/40th interest in a share of 8.00% Non-Cum Perp Cl A pfd. Series J),28.16
PRE0651,Wells Fargo Dep. pfd. (Rep. 1/1000th 5.2% Perp. pfd. Cl A Series N),24.17
PRE0652,Wells Fargo&Dep. pfd. (Rep. 1/1000th 5.125% Perp. pfd. Cl A Series O),23.92
PRE0653,Wells Fargo&Dep. pfd. (Rep. 1/1000th Non-Cum. Perp. Cl A pfd. Series P),24.74
PRE0654,Wells Fargo Dep. pfd. (Rep. 1/1000th Perp. pfd. Cl A),27.68
PRE0655,Wells Fargo Dep. pfd. (Rep. 1/1000th Perp. pfd. Cl A Series Q),25.67
PRE0656,Wells Fargo Dep. pfd. (Rep. 1/1000th Perp. pfd. Cl A Series T),25.47
PRE0657,Wells Fargo Real Estate Investment Cum. pfd. Series A,26.15
PRE0658,Weyerhaeuser 6.375% Mand. Conv. Pfd. Series A,49.7
PRE0659,Wheeler Real Estate Investment Trust pfd. Cl B,23.17
PRE0660,WhiteHorse Finance 6.50% Senior Notes due 2020,24.7
PRE0661,Wintrust Financial Fixed/Floating Non-Cum. Perp. pfd.,25.43
PRE0662,WP GLIMCHER 6.875% Cum. Redeem. pfd.,25.3
PRE0663,WP GLIMCHER pfd. Series H,26.66
PRE0664,WPX Energy 6.25% Conv. pfd. Series A,38.17
PRE0665,W.R. Berkley 5.625% Sub. Deb. 2053,24.51
PRE0666,WSFS Financial 6.25% Sr. Notes due 2019,27
PRE0667,Yuma Energy 9.25% Cum. Redeem. pfd. Series A,12.38
PRE0668,Zions Bancorp 6.95% Fixed-to-Floating Rate Sub. Notes due September 15 2028,28.15
PRE0669,Zions Bancorp Dep. pfd. (Rep. 1/40 Non-Cum. Perp. pfd. Series H),23.39
PRE0670,Zions Bancorp Dep. pfd. (Rep. 1/40th 7.9% Non-Cum Perp. pfd. Series F),27.1
PRE0671,Zions Bancorp Dep. pfd. (Rep. 1/40th Fixed/Floating Rate Non-Cum. Perp. pfd. Series G),26.75
PRE0672,Zions Bncp Dep. pfd. (Rep. 1/40th Interest in a Share of Fltg. Rate Non-Cum. Perp. pfd. Series A),21.69
AUS001,Agrana Beteiligungs,65.47085202
AUS002,AI Airports International,0.035874439
AUS003,AMAG Austria Metall,30.02690583
AUS004,Andritz,38.7264574
AUS005,ATB Austria Antriebstechnik,6.977578475
AUS006,ATHOS Immobilien,32.27802691
AUS007,Atrium European Real Estate,3.677130045
AUS008,AT&S Austria Technologie und Systemtechnik,12.82511211
AUS009,Bene,1.30044843
AUS010,Binder+Co,16.23318386
AUS011,Buwog,16.60986547
AUS012,BWT,17.93721973
AUS013,CA Immobilien Anlagen,14.75336323
AUS014,conwert Immobilien Invest,10.30493274
AUS015,C-Quadrat Investments,38.09865471
AUS016,Cross Industries,3.139013453
AUS017,Do&Co,75.24663677
AUS018,ECO Business-Immobilien,5.246636771
AUS019,Erste Group Bank,23.73991031
AUS020,EVN,8.914798206
AUS021,FACC,5.650224215
AUS022,Flughafen Wien,72.09865471
AUS023,HTI High Tech Industries,0.995515695
AUS024,Immofinanz,1.98206278
AUS025,Kapsch Trafficcom,24.65470852
AUS026,KTM,101.3452915
AUS027,Lenzing,55.70403587
AUS028,Mayr-Melnhof Karton,92.46636771
AUS029,Oberbank,46.41255605
AUS030,Oesterreichische Post,31.08520179
AUS031,OMV,20.57399103
AUS032,Palfinger,21.08520179
AUS033,PI Power International,0.053811659
AUS034,POLYTEC Holding,6.556053812
AUS035,Porr,21.39910314
AUS036,Qino Capital Partners,20.62780269
AUS037,Raiffeisen Bank International,11.20179372
AUS038,RHI,16.68161435
AUS039,Rosenbauer International,62.10762332
AUS040,Sanochemia Pharmazeutika AG,1.219730942
AUS041,Schlumberger,20.17040359
AUS042,Schoeller-Bleckmann Oilfield Equipment,43.92825112
AUS043,Semperit Holding,31.39013453
AUS044,Sparkassen Immobilien,6.959641256
AUS045,Strabag,19.76681614
AUS046,Teak Holz International,0.286995516
AUS047,Telekom Austria,4.896860987
AUS048,UBM Development,30.49327354
AUS049,UNIQA Insurance Group,6.68161435
AUS050,Valneva,3.264573991
AUS051,Verbund,11.56950673
AUS052,Vienna Insurance Group,26.19730942
AUS053,voestalpine,29.92825112
AUS054,Vorarlberger Volksbank Part.,50.40358744
AUS055,Warimpex Finanz- und Beteiligungs,0.65470852
AUS056,Wienerberger,14.41255605
AUS057,Wiener Privatbank,5.704035874
AUS058,Wolford,19.79372197
AUS059,WP,14.88789238
AUS060,Zumtobel,23.31838565
BEL001,4Energy Invest,2.466367713
BEL002,Ablynx,11.22869955
BEL003,ABO-Group Environment,3.408071749
BEL004,Accentis,0.023318386
BEL005,Ackermans&Van Haaren,115.5156951
BEL006,Ageas,32.17488789
BEL007,Agfa-Gevaert,2.385650224
BEL008,Anheuser-Busch InBev,87.70403587
BEL009,arGEN-X,9.085201794
BEL010,Atenor Group,37.08520179
BEL011,Banimmo,6.904932735
BEL012,Banque Nationale de Belgique,2736.098655
BEL013,Barco,49.64125561
BEL014,Bekaert,23.19730942
BEL015,BHF Kleinwort Benson Group,4.959641256
BEL016,Biocartis Group,11.65919283
BEL017,Bone Therapeutics,18.56502242
BEL018,bpost,19.57399103
BEL019,Brederode,34.51121076
BEL020,Celyad,38.87892377
BEL021,Compagnie d'Entreprises CFE,102.4663677
BEL022,Compagnie du Bois Sauvage,207.5784753
BEL023,Compagnie Immobiliere de Belgique,41.52466368
BEL024,Compagnie Maritime Belge,11.9103139
BEL025,Connect Group,0.69058296
BEL026,Deceuninck,2.053811659
BEL027,Delhaize Group,71.64125561
BEL028,Delta Lloyd,8.577578475
BEL029,De Rouck Geomatics,0.295964126
BEL030,Dexia,0.043049327
BEL031,D'Ieteren,29.32735426
BEL032,Eckert&Ziegler BEBIG,0.959641256
BEL033,Econocom Group,6.896860987
BEL034,Elia System Operator,33.55156951
BEL035,Engie,14.53811659
BEL036,Envipco Holding B,1.237668161
BEL037,Etablissementen Franz Colruyt,38.14349776
BEL038,Euronav,10.81165919
BEL039,EVS Broadcast Equipment,22.2690583
BEL040,Exmar,8.941704036
BEL041,Fagron,18.06278027
BEL042,Financiere de Tubize,49.44394619
BEL043,Fluxys Belgium,22.22869955
BEL044,FNG Group,21.06726457
BEL045,Fountain,1.434977578
BEL046,GIMV,37.65919283
BEL047,Global Graphics,1.829596413
BEL048,Greenyards Foods,12.37668161
BEL049,Groupe Bruxelles Lambert,62.37668161
BEL050,Hamon&International,8.161434978
BEL051,IEP Invest,4.260089686
BEL052,Ion Beam Applications,23.71748879
BEL053,Jensen-Group,17.79820628
BEL054,KBC Ancora,31.44843049
BEL055,KBC Group,52.92376682
BEL056,Keyware Technologies,0.738116592
BEL057,Kinepolis Group,34.03139013
BEL058,Lotus Bakeries,1509.506726
BEL059,MDxHealth,3.542600897
BEL060,Melexis,39.84753363
BEL061,Miko,76.68161435
BEL062,Mithra Pharmaceuticals,9.461883408
BEL063,Mobistar,15.91928251
BEL064,Moury Construct,113.9013453
BEL065,Nyrstar,2.053811659
BEL066,Ontex Group,24.60089686
BEL067,Option,0.189237668
BEL068,Option Trading,0.421524664
BEL069,Pairi Daiza,51.12107623
BEL070,Payton Planar Magnetics,1.34529148
BEL071,Picanol,47.56053812
BEL072,Proximus,28.81165919
BEL073,RealDolmen,15.10762332
BEL074,Recticel,4.824215247
BEL075,Rentabiliweb Group,6.322869955
BEL076,Resilux,144.6636771
BEL077,Roularta Media Group,13.0044843
BEL078,RTL Group,69.65919283
BEL079,Sapec,28.49775785
BEL080,Sioen Industries,14.08071749
BEL081,Sipef,38.29596413
BEL082,SmartPhoto Group,0.455605381
BEL083,Societe Commerciale de Brasserie,2591.928251
BEL084,Societe Financiere et de Gestion Texaf,29.7309417
